Abbr,Beer_Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Brewery_Name,City,State
 GA,Gangway IPA,938,0.062,55,476,American IPA,12,Red Hare Brewing Company,Marietta,NA
 GA,Savannah Brown Ale,1406,0.062,55,416,American Brown Ale,12,Coastal Empire Beer Company,Savannah,NA
 GA,Watership Brown Ale,1021,0.072,55,476,American Brown Ale,12,Red Hare Brewing Company,Marietta,NA
 GA,RecreationAle,1082,0.047,42,470,American Pale Ale (APA),12,Terrapin Brewing Company,Athens,NA
 GA,Take Two Pils,2568,0.055,35,50,German Pilsener,12,SweetWater Brewing Company,Atlanta,NA
 GA,Tybee Island Blonde,1407,0.047,17,416,American Blonde Ale,12,Coastal Empire Beer Company,Savannah,NA
 HI,Aloha B’ak’tun,713,0.07,NA,376,Belgian Strong Dark Ale,12,Maui Brewing Company,Lahaina,NA
 HI,Hapa Brown Ale,2181,0.064,NA,205,American Brown Ale,19.2,Hawai'i Nui Brewing Co.,Hilo,NA
 HI,Hapa Brown Ale,2180,0.064,36,205,American Brown Ale,12,Hawai'i Nui Brewing Co.,Hilo,NA
 HI,Kaua'i Golden Ale,2183,0.049,NA,205,American Blonde Ale,12,Hawai'i Nui Brewing Co.,Hilo,NA
 HI,Lemongrass Saison,1271,0.05,NA,376,Saison / Farmhouse Ale,12,Maui Brewing Company,Lahaina,NA
 HI,Liquid Breadfruit,712,0.082,NA,376,Fruit / Vegetable Beer,12,Maui Brewing Company,Lahaina,NA
 HI,Pau Hana Pilsner,1429,0.055,NA,376,Czech Pilsener,12,Maui Brewing Company,Lahaina,NA
 HI,Southern Cross,2179,0.083,NA,205,Flanders Red Ale,19.2,Hawai'i Nui Brewing Co.,Hilo,NA
 HI,Sunset Amber,2182,0.054,NA,205,American Pale Ale (APA),12,Hawai'i Nui Brewing Co.,Hilo,NA
 HI,Tsunami IPA,2186,0.072,75,204,American IPA,19.2,Mehana Brewing Co.,Hilo,NA
 HI,Tsunami IPA,2185,0.072,75,204,American IPA,12,Mehana Brewing Co.,Hilo,NA
 HI,Flyin' HI.P.Hay,435,0.068,68,376,American IPA,12,Maui Brewing Company,Lahaina,NA
 HI,Big Swell IPA,31,0.062,65,376,American IPA,12,Maui Brewing Company,Lahaina,NA
 HI,Mauna Kea Pale Ale,2176,0.054,42,204,American Pale Ale (APA),12,Mehana Brewing Co.,Hilo,NA
 HI,CoCoNut Porter,32,0.057,30,376,American Porter,12,Maui Brewing Company,Lahaina,NA
 HI,Hawaiian Crow Porter,2178,0.052,27,204,American Porter,12,Mehana Brewing Co.,Hilo,NA
 HI,Sobrehumano Palena'ole,690,0.06,24,376,American Amber / Red Ale,12,Maui Brewing Company,Lahaina,NA
 HI,Volcano Red Ale,2177,0.052,23,204,American Amber / Red Ale,12,Mehana Brewing Co.,Hilo,NA
 HI,Humpback Blonde Ale,2184,0.042,22,204,American Blonde Ale,12,Mehana Brewing Co.,Hilo,NA
 HI,Lahaina Town Brown,1578,0.051,20,376,American Brown Ale,12,Maui Brewing Company,Lahaina,NA
 HI,Bikini Blonde Lager,33,0.045,18,376,Munich Helles Lager,12,Maui Brewing Company,Lahaina,NA
 HI,Longboard Island Lager,1274,0.046,18,440,American Amber / Red Lager,24,Kona Brewing Company,Kona,NA
 HI,Longboard Island Lager,1220,0.046,18,440,American Amber / Red Lager,16,Kona Brewing Company,Kona,NA
 HI,Longboard Island Lager,1070,0.046,18,440,American Amber / Red Lager,12,Kona Brewing Company,Kona,NA
 HI,Longboard Island Lager,590,0.046,18,440,American Amber / Red Lager,12,Kona Brewing Company,Kona,NA
 HI,Mana Wheat,313,0.055,15,376,American Pale Wheat Ale,12,Maui Brewing Company,Lahaina,NA
 HI,La Perouse White,547,0.05,12,376,Witbier,12,Maui Brewing Company,Lahaina,NA
 IA,Aaah Bock Lager,1028,0.06,NA,366,Vienna Lager,16,Great River Brewery,Davenport,NA
 IA,Dirty Blonde Chocolate Ale,1275,0.048,NA,366,American Blonde Ale,12,Great River Brewery,Davenport,NA
 IA,Great River Golden Ale,1446,0.048,18,366,American Blonde Ale,12,Great River Brewery,Davenport,NA
 IA,Side Kick Kölsch,1087,0.05,NA,469,Kölsch,12,Peace Tree Brewing Company,Knoxville,NA
 IA,Sucha Much IPA,2163,0.071,NA,209,American IPA,12,Kalona Brewing Company,Kalona,NA
 IA,Hop A Potamus Double Dark Rye Pale Ale,672,0.09,99,366,Rye Beer,16,Great River Brewery,Davenport,NA
 IA,Des Moines IPA,970,0.068,75,483,American IPA,16,Confluence Brewing Company,Des Moines,NA
 IA,Big Cock IPA,540,0.07,70,366,American IPA,16,Great River Brewery,Davenport,NA
 IA,483 Pale Ale,863,0.053,48,366,American Pale Ale (APA),16,Great River Brewery,Davenport,NA
 IA,483 Pale Ale (2010),190,0.053,48,366,American Pale Ale (APA),16,Great River Brewery,Davenport,NA
 IA,Boji Blue Pale Ale,602,0.05,45,472,American Pale Ale (APA),16,Okoboji Brewing Company,Spirit Lake,NA
 IA,Redband Stout,371,0.06,36,366,American Stout,16,Great River Brewery,Davenport,NA
 IA,Owney Irish Style Red Ale,1064,0.05,30,366,Irish Red Ale,16,Great River Brewery,Davenport,NA
 IA,Roller Dam Red Ale,864,0.054,30,366,Irish Red Ale,16,Great River Brewery,Davenport,NA
 IA,Roller Dam Red Ale (2010),189,0.054,30,366,Irish Red Ale,16,Great River Brewery,Davenport,NA
 IA,Midwest Charm Farmhouse Ale,603,0.06,29,472,Saison / Farmhouse Ale,16,Okoboji Brewing Company,Spirit Lake,NA
 IA,33 Select Brown Ale,1058,0.065,26,472,American Brown Ale,16,Okoboji Brewing Company,Spirit Lake,NA
 IA,Winter Games Select #32 Stout,601,0.057,26,472,American Stout,16,Okoboji Brewing Company,Spirit Lake,NA
 IA,40th Annual Bix Street Fest Copper Ale (Current),517,0.048,25,366,American Amber / Red Ale,16,Great River Brewery,Davenport,NA
 IA,Oktoberfest,539,0.059,25,366,Märzen / Oktoberfest,16,Great River Brewery,Davenport,NA
 IA,Lewbricator Wheat Dopplebock ,2162,0.075,24,209,Doppelbock,12,Kalona Brewing Company,Kalona,NA
 IA,Boji Beach Golden Rye Ale,600,0.05,23,472,Rye Beer,16,Okoboji Brewing Company,Spirit Lake,NA
 IA,Barrel Aged Farmer,1574,0.07,22,366,American Brown Ale,16,Great River Brewery,Davenport,NA
 IA,Capital Gold Golden Lager,969,0.048,22,483,German Pilsener,16,Confluence Brewing Company,Des Moines,NA
 IA,Farmer Brown Ale,655,0.07,22,366,American Brown Ale,16,Great River Brewery,Davenport,NA
 IA,Farmer John's Multi-Grain Ale,968,0.056,21,483,American Blonde Ale,16,Confluence Brewing Company,Des Moines,NA
 IA,Dos Pistolas,1244,0.048,20,366,Vienna Lager,12,Great River Brewery,Davenport,NA
 IA,The Hole in Hadrian's Wall,1059,0.095,19,472,Scottish Ale,16,Okoboji Brewing Company,Spirit Lake,NA
 IA,Widespread Wit,865,0.055,10,366,Witbier,16,Great River Brewery,Davenport,NA
 IA,Chickawawa Lemonale,1604,0.05,5,366,Fruit / Vegetable Beer,12,Great River Brewery,Davenport,NA
 ID,3 Picket Porter,1105,0.055,NA,170,American Porter,12,Crooked Fence Brewing Company,Garden City,NA
 ID,Barrel Aged Seven Devils Imperial Stout,1425,0.099,NA,310,American Double / Imperial Stout,12,Sockeye Brewing Company,Boise,NA
 ID,Boise Co-Op Two Score Ale,1424,0.055,75,310,Saison / Farmhouse Ale,16,Sockeye Brewing Company,Boise,NA
 ID,Double Dagger Imperial IPA,1655,0.092,NA,310,American Double / Imperial IPA,12,Sockeye Brewing Company,Boise,NA
 ID,Galena Golden,1152,0.043,NA,310,American Blonde Ale,12,Sockeye Brewing Company,Boise,NA
 ID,Hopnoxious Imperial IPA,1447,0.079,73,310,American Double / Imperial IPA,12,Sockeye Brewing Company,Boise,NA
 ID,North Fork Lager,1043,0.044,19,308,American Pale Lager,12,Payette Brewing Company,Garden City,NA
 ID,Power House Porter,1076,0.057,NA,310,American Porter,12,Sockeye Brewing Company,Boise,NA
 ID,Rusty Nail Pale Ale,1104,0.056,NA,170,American Pale Ale (APA),12,Crooked Fence Brewing Company,Garden City,NA
 ID,Sockeye Belgian Style Summer Ale,1298,0.05,NA,310,Witbier,16,Sockeye Brewing Company,Boise,NA
 ID,Sockeye Maibock,1181,0.064,17,310,Maibock / Helles Bock,12,Sockeye Brewing Company,Boise,NA
 ID,Socktoberfest,1482,0.06,NA,310,Märzen / Oktoberfest,16,Sockeye Brewing Company,Boise,NA
 ID,Thanksgiving Ale,1798,0.05,NA,310,Kölsch,12,Sockeye Brewing Company,Boise,NA
 ID,Dagger Falls IPA,1596,0.063,100,310,American IPA,12,Sockeye Brewing Company,Boise,NA
 ID,Dagger Falls IPA,1595,0.063,100,310,American IPA,12,Sockeye Brewing Company,Boise,NA
 ID,Dagger Falls IPA,879,0.063,100,310,American IPA,12,Sockeye Brewing Company,Boise,NA
 ID,Old Devil's Tooth,1160,0.099,100,310,American Barleywine,12,Sockeye Brewing Company,Boise,NA
 ID,Initial Point India Pale Ale,1609,0.071,92,314,American IPA,12,Slanted Rock Brewing Company,Meridian,NA
 ID,Winterfest,995,0.084,90,310,American Strong Ale,16,Sockeye Brewing Company,Boise,NA
 ID,Laughing Dog IPA,1396,0.064,66,219,American IPA,12,Laughing Dog Brewing Company,Ponderay,NA
 ID,Outlaw IPA,1048,0.062,65,308,American IPA,12,Payette Brewing Company,Garden City,NA
 ID,Iron Butt Red Ale,1792,0.058,39,314,American Amber / Red Ale,12,Slanted Rock Brewing Company,Meridian,NA
 ID,Payette Pale Ale,890,0.048,35,308,American Pale Ale (APA),12,Payette Brewing Company,Garden City,NA
 ID,Rodeo Rye Pale Ale,1805,0.042,35,308,American Pale Ale (APA),12,Payette Brewing Company,Garden City,NA
 ID,Hell-Diver Pale Ale,1151,0.052,32,310,American Pale Ale (APA),12,Sockeye Brewing Company,Boise,NA
 ID,Aviator Raspberry Blonde,2293,0.049,25,170,American Blonde Ale,12,Crooked Fence Brewing Company,Garden City,NA
 ID,Mutton Buster,775,0.055,25,308,American Brown Ale,12,Payette Brewing Company,Garden City,NA
 ID,Laughing Dog Cream Ale,2108,0.05,12,219,Cream Ale,12,Laughing Dog Brewing Company,Ponderay,NA
 ID,Woolybugger Wheat,1150,0.046,12,310,American Pale Wheat Ale,12,Sockeye Brewing Company,Boise,NA
 ID,Two-One Niner,1397,0.048,9,219,American Pilsner,12,Laughing Dog Brewing Company,Ponderay,NA
 IL,A Little Crazy,1133,0.068,NA,45,Belgian Pale Ale,12,Revolution Brewing Company,Chicago,NA
 IL,Akari Shogun American Wheat Ale,1066,0.055,NA,328,American Pale Wheat Ale,16,Half Acre Beer Company,Chicago,NA
 IL,Alley Time,1634,0.06,NA,176,American Pale Ale (APA),12,Spiteful Brewing Company,Chicago,NA
 IL,Angry Adam,2134,0.06,NA,176,American Amber / Red Ale,16,Spiteful Brewing Company,Chicago,NA
 IL,Ball & Chain (2014),2271,0.058,NA,176,American Pale Ale (APA),16,Spiteful Brewing Company,Chicago,NA
 IL,Big Bowl Blonde Ale,1364,0.05,NA,362,American Brown Ale,12,Wild Onion Brewing Company,Lake Barrington,NA
 IL,Bitter Biker Double IPA,2206,0.096,NA,176,American Double / Imperial IPA,16,Spiteful Brewing Company,Chicago,NA
 IL,Bitter Biker Double IPA,1821,0.096,NA,176,American Double / Imperial IPA,12,Spiteful Brewing Company,Chicago,NA
 IL,Blood of the Unicorn,2559,0.065,NA,53,American Amber / Red Ale,16,Pipeworks Brewing Company,Chicago,NA
 IL,Blueberry Blonde,2586,0.06,NA,41,Fruit / Vegetable Beer,12,Big Muddy Brewing,Murphysboro,NA
 IL,Cut Throat Pale Ale,809,0.055,NA,257,American Pale Ale (APA),16,Finch's Beer Company,Chicago,NA
 IL,Cut Throat Pale Ale (2011),351,0.055,NA,257,American Pale Ale (APA),16,Finch's Beer Company,Chicago,NA
 IL,Daisy Cutter Pale Ale,148,0.052,NA,328,American Pale Ale (APA),16,Half Acre Beer Company,Chicago,NA
 IL,Disco Superfly,2534,0.08,NA,66,American IPA,24,Mikerphone Brewing,Chicago,NA
 IL,En Parfaite Harmonie,2531,0.065,NA,66,Saison / Farmhouse Ale,24,Mikerphone Brewing,Chicago,NA
 IL,Fat Badger,1633,0.058,NA,176,Irish Red Ale,12,Spiteful Brewing Company,Chicago,NA
 IL,Freedom Fries,2109,0.055,NA,176,American Stout,16,Spiteful Brewing Company,Chicago,NA
 IL,Gatecrasher,1939,0.066,NA,211,English India Pale Ale (IPA),12,Temperance Beer Company,Evanston,NA
 IL,Ghost Bike Pale Ale,1820,0.073,NA,176,American Pale Ale (APA),16,Spiteful Brewing Company,Chicago,NA
 IL,God Damn Pigeon Porter,2136,0.082,NA,176,American Porter,16,Spiteful Brewing Company,Chicago,NA
 IL,Golden Wing Blonde Ale,350,0.047,NA,257,American Blonde Ale,16,Finch's Beer Company,Chicago,NA
 IL,Gossamer Golden Ale,149,0.042,NA,328,American Blonde Ale,16,Half Acre Beer Company,Chicago,NA
 IL,Greenwood Beach,1982,0.04,NA,211,Fruit / Vegetable Beer,12,Temperance Beer Company,Evanston,NA
 IL,Guest Lager,1448,0.08,NA,328,American Double / Imperial Pilsner,16,Half Acre Beer Company,Chicago,NA
 IL,Hardcore Chimera,1981,0.09,NA,257,American Double / Imperial IPA,16,Finch's Beer Company,Chicago,NA
 IL,Heyoka IPA,1753,0.07,NA,328,American IPA,16,Half Acre Beer Company,Chicago,NA
 IL,Hobnob B & B Pale Ale,1040,0.065,NA,75,American Pale Ale (APA),12,Two Brothers Brewing Company,Warrenville,NA
 IL,In the Weeds,1632,0.055,NA,176,American Pale Wheat Ale,12,Spiteful Brewing Company,Chicago,NA
 IL,Love In An Ellavator,2529,0.075,NA,66,American IPA,24,Mikerphone Brewing,Chicago,NA
 IL,Meat Wave,849,0.06,NA,328,English India Pale Ale (IPA),16,Half Acre Beer Company,Chicago,NA
 IL,Mickey Finn's Amber Ale,174,0.056,NA,553,American Amber / Red Ale,12,Mickey Finn's Brewery,Libertyville,NA
 IL,Misty Mountain Hop,2533,0.075,NA,66,American IPA,24,Mikerphone Brewing,Chicago,NA
 IL,Monkey Dancing On A Razor Blade,2537,0.085,NA,65,Belgian IPA,24,SlapShot Brewing Company,Chicago,NA
 IL,Moped Traveler,2554,0.055,NA,55,American Pale Ale (APA),16,Flesk Brewing Company,Lombard,NA
 IL,Nuclear Winter,1663,0.086,NA,257,Belgian Strong Dark Ale,16,Finch's Beer Company,Chicago,NA
 IL,One-Hit Wonderful,2532,0.075,NA,66,Belgian IPA,24,Mikerphone Brewing,Chicago,NA
 IL,Outlaw IPA (2015),642,0.065,NA,75,American IPA,12,Two Brothers Brewing Company,Warrenville,NA
 IL,Over Ale,352,0.06,NA,328,American Brown Ale,16,Half Acre Beer Company,Chicago,NA
 IL,Painted Turtle,2552,0.045,NA,57,American Pale Ale (APA),12,BuckleDown Brewing,Lyons,NA
 IL,Pony Pilsner,1134,0.057,NA,328,German Pilsener,16,Half Acre Beer Company,Chicago,NA
 IL,Pumpkin Ale,1618,0.045,NA,362,Pumpkin Ale,12,Wild Onion Brewing Company,Lake Barrington,NA
 IL,Secret Stache Stout,941,0.053,NA,257,American Stout,16,Finch's Beer Company,Chicago,NA
 IL,Smittytown,2155,0.048,NA,211,Extra Special / Strong Bitter (ESB),12,Temperance Beer Company,Evanston,NA
 IL,Spin Doctor,2528,0.053,NA,66,American Pale Ale (APA),24,Mikerphone Brewing,Chicago,NA
 IL,Spiteful IPA,1819,0.062,NA,176,American IPA,12,Spiteful Brewing Company,Chicago,NA
 IL,Strawberry Blonde,2015,0.05,NA,58,Fruit / Vegetable Beer,12,Destihl Brewery,Bloomington,NA
 IL,Testudo,1041,0.045,NA,75,Bière de Garde,12,Two Brothers Brewing Company,Warrenville,NA
 IL,Threadless IPA,481,0.075,NA,257,American IPA,16,Finch's Beer Company,Chicago,NA
 IL,Tripel Deke,2536,0.082,NA,65,Tripel,24,SlapShot Brewing Company,Chicago,NA
 IL,Vinyl Frontier,2535,0.083,NA,66,American Double / Imperial IPA,24,Mikerphone Brewing,Chicago,NA
 IL,Wild Onion Pumpkin Ale (2010),334,0.045,NA,362,Pumpkin Ale,12,Wild Onion Brewing Company,Lake Barrington,NA
 IL,Working for the Weekend,2135,0.079,NA,176,American Double / Imperial IPA,16,Spiteful Brewing Company,Chicago,NA
 IL,Hop Slayer Double IPA,1619,0.082,100,362,American Double / Imperial IPA,12,Wild Onion Brewing Company,Lake Barrington,NA
 IL,Hop Slayer Double IPA (2011),740,0.082,100,362,American Double / Imperial IPA,12,Wild Onion Brewing Company,Lake Barrington,NA
 IL,Hop Slayer Double IPA (2011),430,0.082,100,362,American Double / Imperial IPA,12,Wild Onion Brewing Company,Lake Barrington,NA
 IL,Hoperation Overload,1888,0.096,85,58,American Double / Imperial IPA,12,Destihl Brewery,Bloomington,NA
 IL,Sobek & Set,1664,0.08,80,257,American Black Ale,16,Finch's Beer Company,Chicago,NA
 IL,Vertex IPA,2025,0.063,76,58,American IPA,12,Destihl Brewery,Bloomington,NA
 IL,Fascist Pig Ale,935,0.08,72,257,American Amber / Red Ale,16,Finch's Beer Company,Chicago,NA
 IL,Anti-Hero IPA,415,0.065,70,45,American IPA,12,Revolution Brewing Company,Chicago,NA
 IL,Wobble,2497,0.063,69,75,American IPA,16,Two Brothers Brewing Company,Warrenville,NA
 IL,Cane and Ebel,861,0.07,68,75,American Strong Ale,12,Two Brothers Brewing Company,Warrenville,NA
 IL,Galaxy IPA,2585,0.075,60,41,American IPA,16,Big Muddy Brewing,Murphysboro,NA
 IL,Goose Island India Pale Ale,2198,0.059,55,197,American IPA,12,Goose Island Brewery Company,Chicago,NA
 IL,Mazzie,2553,0.054,45,56,American Pale Ale (APA),12,Pollyanna Brewing Company,Lemont,NA
 IL,Night Cat,2246,0.058,43,75,American Dark Wheat Ale,12,Two Brothers Brewing Company,Warrenville,NA
 IL,Night Cat (2014),1630,0.058,43,75,American Dark Wheat Ale,12,Two Brothers Brewing Company,Warrenville,NA
 IL,Paddy Pale Ale,162,0.056,41,362,American Pale Ale (APA),12,Wild Onion Brewing Company,Lake Barrington,NA
 IL,Fist City,2576,0.055,40,45,American Pale Ale (APA),12,Revolution Brewing Company,Chicago,NA
 IL,Sidekick Extra Pale Ale,1121,0.051,36,75,American Pale Ale (APA),12,Two Brothers Brewing Company,Warrenville,NA
 IL,Fistmas Ale,418,0.061,31,45,Herbed / Spiced Beer,12,Revolution Brewing Company,Chicago,NA
 IL,312 Urban Pale Ale,2457,0.054,30,89,American Pale Ale (APA),16,Goose Island Brewing Company,Chicago,NA
 IL,312 Urban Pale Ale,2202,0.054,30,89,American Pale Ale (APA),12,Goose Island Brewing Company,Chicago,NA
 IL,Eugene Porter,416,0.068,28,45,American Porter,12,Revolution Brewing Company,Chicago,NA
 IL,Phat Chance,971,0.052,27,362,American Blonde Ale,12,Wild Onion Brewing Company,Lake Barrington,NA
 IL,Oktoberfest Revolution,417,0.057,25,45,Märzen / Oktoberfest,12,Revolution Brewing Company,Chicago,NA
 IL,Atom Smasher,1042,0.077,23,75,Märzen / Oktoberfest,12,Two Brothers Brewing Company,Warrenville,NA
 IL,Jack Stout,366,0.06,23,362,Oatmeal Stout,12,Wild Onion Brewing Company,Lake Barrington,NA
 IL,Abbey's Single (2015- ),2505,0.049,22,58,Abbey Single Ale,12,Destihl Brewery,Bloomington,NA
 IL,Abbey's Single Ale (Current),1887,0.049,22,58,Abbey Single Ale,12,Destihl Brewery,Bloomington,NA
 IL,Wet Hot American Wheat Ale,1662,0.05,22,257,American Pale Wheat Ale,16,Finch's Beer Company,Chicago,NA
 IL,312 Urban Wheat Ale (2012),581,0.042,20,89,American Pale Wheat Ale,12,Goose Island Brewing Company,Chicago,NA
 IL,312 Urban Wheat Ale,2201,0.042,18,89,American Pale Wheat Ale,16,Goose Island Brewing Company,Chicago,NA
 IL,312 Urban Wheat Ale,1829,0.042,18,89,American Pale Wheat Ale,12,Goose Island Brewing Company,Chicago,NA
 IL,Dog Days Lager,1284,0.051,17,75,Dortmunder / Export Lager,12,Two Brothers Brewing Company,Warrenville,NA
 IL,Weissenheimer,2550,0.052,16,58,Hefeweizen,12,Destihl Brewery,Bloomington,NA
 IL,Rosa Hibiscus Ale,609,0.058,15,45,Herbed / Spiced Beer,12,Revolution Brewing Company,Chicago,NA
 IL,Bottom Up Belgian Wit,414,0.05,14,45,Witbier,12,Revolution Brewing Company,Chicago,NA
 IL,Wild Onion Summer Wit,398,0.042,13,362,Witbier,12,Wild Onion Brewing Company,Lake Barrington,NA
 IL,Here Gose Nothin',2021,0.05,12,58,Gose,12,Destihl Brewery,Bloomington,NA
 IL,Daft Funk,2530,0.043,8,66,Berliner Weissbier,24,Mikerphone Brewing,Chicago,NA
 IN,30 Min Coma,1948,NA,NA,26,Belgian IPA,16,Sun King Brewing Company,Indianapolis,NA
 IN,Barn Yeti,2220,0.09,NA,28,Belgian Strong Dark Ale,16,450 North Brewing Company,Columbus,NA
 IN,Black Beer'd,2607,0.068,NA,25,American Black Ale,16,Burn 'Em Brewing,Michigan City,NA
 IN,Black Exodus,2261,0.077,NA,178,Oatmeal Stout,12,18th Street Brewery,Gary,NA
 IN,Bobblehead,2431,0.051,NA,27,American Pale Wheat Ale,16,Evil Czech Brewery,Mishawaka,NA
 IN,Bourbon Barrel Cowbell,1347,NA,NA,26,American Porter,16,Sun King Brewing Company,Indianapolis,NA
 IN,Chaka,660,0.08,NA,26,Belgian Strong Pale Ale,16,Sun King Brewing Company,Indianapolis,NA
 IN,Coconoats,2464,0.065,NA,25,American Pale Wheat Ale,16,Burn 'Em Brewing,Michigan City,NA
 IN,Cone Crusher,2131,0.086,NA,178,American Double / Imperial IPA,12,18th Street Brewery,Gary,NA
 IN,Deflator,2624,0.065,NA,17,Doppelbock,16,Flat 12 Bierwerks,Indianapolis,NA
 IN,Devil's Cup,2265,0.066,NA,178,American Pale Ale (APA),12,18th Street Brewery,Gary,NA
 IN,Dragonfly IPA,1950,0.06,NA,203,American IPA,16,Upland Brewing Company,Bloomington,NA
 IN,Englishman,2016,0.045,NA,251,English Brown Ale,16,Chapman's Brewing,Angola,NA
 IN,Enlighten,2019,0.045,NA,251,Kölsch,16,Chapman's Brewing,Angola,NA
 IN,Farmer's Daughter Wheat,1956,0.042,NA,206,American Pale Wheat Ale,12,People's Brewing Company,Lafayette,NA
 IN,Father's Beer,2612,0.05,NA,23,Belgian Pale Ale,16,Four Fathers Brewing ,Valparaiso,NA
 IN,Feel Like Maplin' Love,2613,0.055,NA,23,Oatmeal Stout,16,Four Fathers Brewing ,Valparaiso,NA
 IN,Floyd's Folly,1787,0.08,NA,316,Scottish Ale,16,Cutters Brewing Company,Avon,NA
 IN,Foreman,2259,0.065,NA,178,American Porter,12,18th Street Brewery,Gary,NA
 IN,Galaxyfest,2603,0.065,NA,28,American IPA,16,450 North Brewing Company,Columbus,NA
 IN,Garce Selé,2097,0.069,NA,178,Saison / Farmhouse Ale,12,18th Street Brewery,Gary,NA
 IN,Half Court IPA,1786,0.063,NA,316,American IPA,16,Cutters Brewing Company,Avon,NA
 IN,Insert Hop Reference,2619,0.058,NA,20,American Pale Ale (APA),16,Brew Link Brewing,Plainfield,NA
 IN,Jade,2258,0.055,NA,178,American Pale Ale (APA),12,18th Street Brewery,Gary,NA
 IN,Java Mac,2215,0.054,NA,26,Scottish Ale,16,Sun King Brewing Company,Indianapolis,NA
 IN,Klingon Warnog Roggen Dunkel,1817,0.055,NA,18,Roggenbier,16,Tin Man Brewing Company,Evansville,NA
 IN,Kreamed Corn,2470,0.06,NA,25,Cream Ale,12,Burn 'Em Brewing,Michigan City,NA
 IN,Lake Street Express,2260,0.045,NA,178,American Pale Ale (APA),12,18th Street Brewery,Gary,NA
 IN,Leprechaun Lager,1657,0.04,NA,349,American Pale Lager,12,Four Horsemen Brewing Company,South Bend,NA
 IN,Lift Off IPA,1623,0.072,NA,359,American IPA,16,Daredevil Brewing Company,Shelbyville,NA
 IN,Lost River Blonde Ale,1789,0.049,10,316,American Blonde Ale,16,Cutters Brewing Company,Avon,NA
 IN,Lucky Dog,2430,0.052,NA,27,American Pale Ale (APA),16,Evil Czech Brewery,Mishawaka,NA
 IN,MCA,2072,0.068,NA,25,American IPA,16,Burn 'Em Brewing,Michigan City,NA
 IN,Monon Wheat,1788,0.054,NA,316,Witbier,16,Cutters Brewing Company,Avon,NA
 IN,Mr. Tea,2606,0.078,NA,25,Fruit / Vegetable Beer,24,Burn 'Em Brewing,Michigan City,NA
 IN,People's Pilsner,1794,0.045,NA,206,German Pilsener,12,People's Brewing Company,Lafayette,NA
 IN,Popcorn Pilsner,1314,0.054,40,26,German Pilsener,16,Sun King Brewing Company,Indianapolis,NA
 IN,Regional Ring Of Fire,2098,0.073,NA,178,Saison / Farmhouse Ale,12,18th Street Brewery,Gary,NA
 IN,Rise of the Phoenix,2264,0.071,NA,178,American IPA,12,18th Street Brewery,Gary,NA
 IN,Sex and Candy,2262,0.075,NA,178,American IPA,12,18th Street Brewery,Gary,NA
 IN,Sinister,2263,0.09,NA,178,American Double / Imperial IPA,12,18th Street Brewery,Gary,NA
 IN,Sophomoric Saison,2099,0.072,NA,178,Saison / Farmhouse Ale,12,18th Street Brewery,Gary,NA
 IN,T-6 Red Ale (2004),780,0.047,NA,507,American Amber / Red Ale,12,Warbird Brewing Company,Fort Wayne,NA
 IN,The 26th,2611,0.06,NA,23,American IPA,16,Four Fathers Brewing ,Valparaiso,NA
 IN,The Deuce,934,0.07,85,26,American Brown Ale,16,Sun King Brewing Company,Indianapolis,NA
 IN,Troll Destroyer,1980,0.085,NA,178,Belgian IPA,12,18th Street Brewery,Gary,NA
 IN,Voodoo,2429,0.048,NA,27,American Porter,16,Evil Czech Brewery,Mishawaka,NA
 IN,Wrath of Pele,2608,0.065,40,25,American Brown Ale,16,Burn 'Em Brewing,Michigan City,NA
 IN,Hopkick Dropkick,2471,0.099,115,25,American Double / Imperial IPA,12,Burn 'Em Brewing,Michigan City,NA
 IN,Overlord Imperial IPA,1449,0.085,115,18,American Double / Imperial IPA,16,Tin Man Brewing Company,Evansville,NA
 IN,Half Cycle IPA,1610,0.06,104,17,American IPA,16,Flat 12 Bierwerks,Indianapolis,NA
 IN,Isis,651,0.091,91,26,American Double / Imperial IPA,16,Sun King Brewing Company,Indianapolis,NA
 IN,Csar,2621,0.12,90,18,Russian Imperial Stout,16,Tin Man Brewing Company,Evansville,NA
 IN,The Gadget,2610,0.064,90,23,American IPA,16,Four Fathers Brewing ,Valparaiso,NA
 IN,3:33 Black IPA,2158,0.072,86,25,American IPA,16,Burn 'Em Brewing,Michigan City,NA
 IN,Grapefruit Jungle (GFJ),1420,0.075,77,26,American IPA,16,Sun King Brewing Company,Indianapolis,NA
 IN,Grapefruit Jungle (GFJ) (2011),532,0.075,77,26,American IPA,16,Sun King Brewing Company,Indianapolis,NA
 IN,Mound Builder IPA,2175,0.065,77,206,American IPA,12,People's Brewing Company,Lafayette,NA
 IN,Bourbon Barrel Aged Timmie,1367,0.099,75,26,Russian Imperial Stout,16,Sun King Brewing Company,Indianapolis,NA
 IN,Fistful Of Hops Blue,1999,0.064,75,26,American IPA,16,Sun King Brewing Company,Indianapolis,NA
 IN,Fistful of Hops Green,1996,0.064,75,26,American IPA,16,Sun King Brewing Company,Indianapolis,NA
 IN,Fistful of Hops Orange,2000,0.063,75,26,American IPA,16,Sun King Brewing Company,Indianapolis,NA
 IN,Fistful Of Hops Red,2001,0.064,75,26,American IPA,16,Sun King Brewing Company,Indianapolis,NA
