"State","Abbr","City","Beer_Name","Beer_ID","ABV","IBU","Brewery_id","Brewery_Name","Style","Ale_Style","Ounces"
"Florida","FL","Tampa","Jai Alai IPA",546,0.075,28,142,"Cigar City Brewing Company","American IPA","IPA",12
"Florida","FL","Tampa","Last Stop IPA",1801,0.072,25,309,"Brew Bus Brewing","American IPA","IPA",12
"Florida","FL","Tampa","Florida Cracker Belgian Wit",545,0.05,25,142,"Cigar City Brewing Company","Witbier","other beer",12
"Florida","FL","Tampa","You're My Boy, Blue",1802,0.05,25,309,"Brew Bus Brewing","Fruit / Vegetable Beer","other beer",12
"Florida","FL","Plant City","The Gilded Age",2037,0.045,21,244,"Two Henrys Brewing Company","Munich Helles Lager","other beer",12
"Florida","FL","Tampa","Operation Homefront",2014,0.062,18,142,"Cigar City Brewing Company","American IPA","IPA",12
"Florida","FL","Tampa","Puppy's Breath Porter",2010,0.06,18,142,"Cigar City Brewing Company","American Porter","other beer",12
"Florida","FL","Gainesville","Big Nose",1242,0.073,16,448,"Swamp Head Brewery","American IPA","IPA",12
"Florida","FL","Tampa","Humidor Series India Pale Ale",1142,0.075,11,142,"Cigar City Brewing Company","American IPA","IPA",12
"Florida","FL","Jacksonville","People's Pale Ale",553,0.053,10,528,"Intuition Ale Works","American Pale Ale (APA)","Ale",12
"Georgia","GA","Atlanta","420 Extra Pale Ale",1709,0.054,20,50,"SweetWater Brewing Company","American Pale Ale (APA)","Ale",12
"Georgia","GA","Atlanta","Atalanta",2112,0.053,25,217,"Orpheus Brewing","Saison / Farmhouse Ale","Ale",12
"Georgia","GA","Savannah","Tybee Island Blonde",1407,0.047,35,416,"Coastal Empire Beer Company","American Blonde Ale","Ale",12
"Georgia","GA","Marietta","Long Day Lager",715,0.049,50,476,"Red Hare Brewing Company","Czech Pilsener","other beer",12
"Georgia","GA","Atlanta","Waterkeeper",2551,0.057,65,50,"SweetWater Brewing Company","Hefeweizen","other beer",12
"Georgia","GA","Athens","Tropicalia",2029,0.065,55,248,"Creature Comforts","American IPA","IPA",12
"Georgia","GA","Marietta","Watership Brown Ale",1021,0.072,55,476,"Red Hare Brewing Company","American Brown Ale","Ale",12
"Georgia","GA","Atlanta","Take Two Pils",2568,0.055,55,50,"SweetWater Brewing Company","German Pilsener","other beer",12
"Georgia","GA","Athens","Athena",2028,0.045,42,248,"Creature Comforts","Berliner Weissbier","other beer",12
"Georgia","GA","Savannah","Savannah Brown Ale",1406,0.062,35,416,"Coastal Empire Beer Company","American Brown Ale","Ale",12
"Georgia","GA","Macon","Macon Progress Ale",1475,0.05,17,401,"Macon Beer Company","American Pale Ale (APA)","Ale",12
"Hawaii","HI","Hilo","Tsunami IPA",2185,0.072,36,204,"Mehana Brewing Co.","American IPA","IPA",12
"Hawaii","HI","Hilo","Sunset Amber",2182,0.054,75,205,"Hawai'i Nui Brewing Co.","American Pale Ale (APA)","Ale",12
"Hawaii","HI","Hilo","Southern Cross",2179,0.083,75,205,"Hawai'i Nui Brewing Co.","Flanders Red Ale","Ale",19.2
"Hawaii","HI","Lahaina","Aloha B’ak’tun",713,0.07,68,376,"Maui Brewing Company","Belgian Strong Dark Ale","Ale",12
"Hawaii","HI","Lahaina","Big Swell IPA",31,0.062,65,376,"Maui Brewing Company","American IPA","IPA",12
"Hawaii","HI","Hilo","Volcano Red Ale",2177,0.052,42,204,"Mehana Brewing Co.","American Amber / Red Ale","Ale",12
"Hawaii","HI","Lahaina","Bikini Blonde Lager",33,0.045,30,376,"Maui Brewing Company","Munich Helles Lager","other beer",12
"Hawaii","HI","Lahaina","Lahaina Town Brown",1578,0.051,27,376,"Maui Brewing Company","American Brown Ale","Ale",12
"Hawaii","HI","Hilo","Mauna Kea Pale Ale",2176,0.054,24,204,"Mehana Brewing Co.","American Pale Ale (APA)","Ale",12
"Hawaii","HI","Kona","Longboard Island Lager",1070,0.046,23,440,"Kona Brewing Company","American Amber / Red Lager","other beer",12
"Hawaii","HI","Lahaina","Liquid Breadfruit",712,0.082,22,376,"Maui Brewing Company","Fruit / Vegetable Beer","other beer",12
"Hawaii","HI","Hilo","Hapa Brown Ale",2180,0.064,20,205,"Hawai'i Nui Brewing Co.","American Brown Ale","Ale",12
"Hawaii","HI","Hilo","Tsunami IPA",2186,0.072,18,204,"Mehana Brewing Co.","American IPA","IPA",19.2
"Hawaii","HI","Lahaina","Sobrehumano Palena'ole",690,0.06,18,376,"Maui Brewing Company","American Amber / Red Ale","Ale",12
"Hawaii","HI","Kona","Longboard Island Lager",590,0.046,18,440,"Kona Brewing Company","American Amber / Red Lager","other beer",12
"Hawaii","HI","Kona","Longboard Island Lager",1220,0.046,18,440,"Kona Brewing Company","American Amber / Red Lager","other beer",16
"Hawaii","HI","Hilo","Humpback Blonde Ale",2184,0.042,18,204,"Mehana Brewing Co.","American Blonde Ale","Ale",12
"Hawaii","HI","Hilo","Hapa Brown Ale",2181,0.064,15,205,"Hawai'i Nui Brewing Co.","American Brown Ale","Ale",19.2
"Hawaii","HI","Kona","Longboard Island Lager",1274,0.046,12,440,"Kona Brewing Company","American Amber / Red Lager","other beer",24
"Iowa","IA","Davenport","40th Annual Bix Street Fest Copper Ale (Current)",517,0.048,18,366,"Great River Brewery","American Amber / Red Ale","Ale",16
"Iowa","IA","Davenport","483 Pale Ale",863,0.053,99,366,"Great River Brewery","American Pale Ale (APA)","Ale",16
"Iowa","IA","Spirit Lake","Midwest Charm Farmhouse Ale",603,0.06,75,472,"Okoboji Brewing Company","Saison / Farmhouse Ale","Ale",16
"Iowa","IA","Knoxville","Side Kick Kölsch",1087,0.05,70,469,"Peace Tree Brewing Company","Kölsch","other beer",12
"Iowa","IA","Spirit Lake","The Hole in Hadrian's Wall",1059,0.095,48,472,"Okoboji Brewing Company","Scottish Ale","Ale",16
"Iowa","IA","Spirit Lake","Winter Games Select #32 Stout",601,0.057,48,472,"Okoboji Brewing Company","American Stout","other beer",16
"Iowa","IA","Spirit Lake","Boji Beach Golden Rye Ale",600,0.05,45,472,"Okoboji Brewing Company","Rye Beer","other beer",16
"Iowa","IA","Davenport","Redband Stout",371,0.06,36,366,"Great River Brewery","American Stout","other beer",16
"Iowa","IA","Davenport","Widespread Wit",865,0.055,30,366,"Great River Brewery","Witbier","other beer",16
"Iowa","IA","Davenport","Roller Dam Red Ale (2010)",189,0.054,30,366,"Great River Brewery","Irish Red Ale","Ale",16
"Iowa","IA","Davenport","Dirty Blonde Chocolate Ale",1275,0.048,30,366,"Great River Brewery","American Blonde Ale","Ale",12
"Iowa","IA","Des Moines","Capital Gold Golden Lager",969,0.048,29,483,"Confluence Brewing Company","German Pilsener","other beer",16
"Iowa","IA","Davenport","Oktoberfest",539,0.059,26,366,"Great River Brewery","Märzen / Oktoberfest","other beer",16
"Iowa","IA","Spirit Lake","Boji Blue Pale Ale",602,0.05,26,472,"Okoboji Brewing Company","American Pale Ale (APA)","Ale",16
"Iowa","IA","Davenport","Barrel Aged Farmer",1574,0.07,25,366,"Great River Brewery","American Brown Ale","Ale",16
"Iowa","IA","Davenport","Aaah Bock Lager",1028,0.06,25,366,"Great River Brewery","Vienna Lager","other beer",16
"Iowa","IA","Davenport","Farmer Brown Ale",655,0.07,24,366,"Great River Brewery","American Brown Ale","Ale",16
"Iowa","IA","Kalona","Sucha Much IPA",2163,0.071,23,209,"Kalona Brewing Company","American IPA","IPA",12
"Iowa","IA","Davenport","Great River Golden Ale",1446,0.048,22,366,"Great River Brewery","American Blonde Ale","Ale",12
"Iowa","IA","Davenport","Dos Pistolas",1244,0.048,22,366,"Great River Brewery","Vienna Lager","other beer",12
"Iowa","IA","Kalona","Lewbricator Wheat Dopplebock ",2162,0.075,22,209,"Kalona Brewing Company","Doppelbock","other beer",12
"Iowa","IA","Davenport","Chickawawa Lemonale",1604,0.05,21,366,"Great River Brewery","Fruit / Vegetable Beer","other beer",12
"Iowa","IA","Davenport","Roller Dam Red Ale",864,0.054,20,366,"Great River Brewery","Irish Red Ale","Ale",16
"Iowa","IA","Davenport","Big Cock IPA",540,0.07,19,366,"Great River Brewery","American IPA","IPA",16
"Iowa","IA","Davenport","Owney Irish Style Red Ale",1064,0.05,10,366,"Great River Brewery","Irish Red Ale","Ale",16
"Iowa","IA","Des Moines","Farmer John's Multi-Grain Ale",968,0.056,5,483,"Confluence Brewing Company","American Blonde Ale","Ale",16
"Idaho","ID","Boise","Galena Golden",1152,0.043,75,310,"Sockeye Brewing Company","American Blonde Ale","Ale",12
"Idaho","ID","Boise","Sockeye Belgian Style Summer Ale",1298,0.05,73,310,"Sockeye Brewing Company","Witbier","other beer",16
"Idaho","ID","Boise","Thanksgiving Ale",1798,0.05,19,310,"Sockeye Brewing Company","Kölsch","other beer",12
"Idaho","ID","Ponderay","Two-One Niner",1397,0.048,17,219,"Laughing Dog Brewing Company","American Pilsner","other beer",12
"Idaho","ID","Garden City","Payette Pale Ale",890,0.048,100,308,"Payette Brewing Company","American Pale Ale (APA)","Ale",12
"Idaho","ID","Ponderay","Laughing Dog IPA",1396,0.064,100,219,"Laughing Dog Brewing Company","American IPA","IPA",12
"Idaho","ID","Garden City","3 Picket Porter",1105,0.055,100,170,"Crooked Fence Brewing Company","American Porter","other beer",12
"Idaho","ID","Boise","Winterfest",995,0.084,100,310,"Sockeye Brewing Company","American Strong Ale","Ale",16
"Idaho","ID","Boise","Boise Co-Op Two Score Ale",1424,0.055,92,310,"Sockeye Brewing Company","Saison / Farmhouse Ale","Ale",16
"Idaho","ID","Boise","Barrel Aged Seven Devils Imperial Stout",1425,0.099,90,310,"Sockeye Brewing Company","American Double / Imperial Stout","other beer",12
"Idaho","ID","Boise","Hell-Diver Pale Ale",1151,0.052,66,310,"Sockeye Brewing Company","American Pale Ale (APA)","Ale",12
"Idaho","ID","Boise","Hopnoxious Imperial IPA",1447,0.079,65,310,"Sockeye Brewing Company","American Double / Imperial IPA","IPA",12
"Idaho","ID","Boise","Old Devil's Tooth",1160,0.099,39,310,"Sockeye Brewing Company","American Barleywine","other beer",12
"Idaho","ID","Meridian","Initial Point India Pale Ale",1609,0.071,35,314,"Slanted Rock Brewing Company","American IPA","IPA",12
"Idaho","ID","Ponderay","Laughing Dog Cream Ale",2108,0.05,35,219,"Laughing Dog Brewing Company","Cream Ale","Ale",12
"Idaho","ID","Boise","Sockeye Maibock",1181,0.064,32,310,"Sockeye Brewing Company","Maibock / Helles Bock","other beer",12
"Idaho","ID","Boise","Socktoberfest",1482,0.06,25,310,"Sockeye Brewing Company","Märzen / Oktoberfest","other beer",16
"Idaho","ID","Garden City","Outlaw IPA",1048,0.062,25,308,"Payette Brewing Company","American IPA","IPA",12
"Idaho","ID","Garden City","North Fork Lager",1043,0.044,12,308,"Payette Brewing Company","American Pale Lager","other beer",12
"Idaho","ID","Garden City","Rodeo Rye Pale Ale",1805,0.042,12,308,"Payette Brewing Company","American Pale Ale (APA)","Ale",12
"Idaho","ID","Meridian","Iron Butt Red Ale",1792,0.058,9,314,"Slanted Rock Brewing Company","American Amber / Red Ale","Ale",12
"Illinois","IL","Chicago","Sobek & Set",1664,0.08,100,257,"Finch's Beer Company","American Black Ale","Ale",16
"Illinois","IL","Chicago","Fat Badger",1633,0.058,100,176,"Spiteful Brewing Company","Irish Red Ale","Ale",12
"Illinois","IL","Chicago","Misty Mountain Hop",2533,0.075,100,66,"Mikerphone Brewing","American IPA","IPA",24
"Illinois","IL","Chicago","Ghost Bike Pale Ale",1820,0.073,85,176,"Spiteful Brewing Company","American Pale Ale (APA)","Ale",16
"Illinois","IL","Chicago","Akari Shogun American Wheat Ale",1066,0.055,80,328,"Half Acre Beer Company","American Pale Wheat Ale","Ale",16
"Illinois","IL","Lake Barrington","Hop Slayer Double IPA",1619,0.082,76,362,"Wild Onion Brewing Company","American Double / Imperial IPA","IPA",12
"Illinois","IL","Chicago","Freedom Fries",2109,0.055,72,176,"Spiteful Brewing Company","American Stout","other beer",16
"Illinois","IL","Chicago","Threadless IPA",481,0.075,70,257,"Finch's Beer Company","American IPA","IPA",16
"Illinois","IL","Chicago","312 Urban Wheat Ale (2012)",581,0.042,69,89,"Goose Island Brewing Company","American Pale Wheat Ale","Ale",12
"Illinois","IL","Murphysboro","Galaxy IPA",2585,0.075,68,41,"Big Muddy Brewing","American IPA","IPA",16
"Illinois","IL","Bloomington","Strawberry Blonde",2015,0.05,60,58,"Destihl Brewery","Fruit / Vegetable Beer","other beer",12
"Illinois","IL","Warrenville","Testudo",1041,0.045,55,75,"Two Brothers Brewing Company","Bière de Garde","other beer",12
"Illinois","IL","Murphysboro","Blueberry Blonde",2586,0.06,45,41,"Big Muddy Brewing","Fruit / Vegetable Beer","other beer",12
"Illinois","IL","Bloomington","Abbey's Single (2015- )",2505,0.049,43,58,"Destihl Brewery","Abbey Single Ale","Ale",12
"Illinois","IL","Warrenville","Night Cat (2014)",1630,0.058,43,75,"Two Brothers Brewing Company","American Dark Wheat Ale","Ale",12
"Illinois","IL","Chicago","Secret Stache Stout",941,0.053,41,257,"Finch's Beer Company","American Stout","other beer",16
"Illinois","IL","Bloomington","Vertex IPA",2025,0.063,40,58,"Destihl Brewery","American IPA","IPA",12
"Illinois","IL","Chicago","Working for the Weekend",2135,0.079,36,176,"Spiteful Brewing Company","American Double / Imperial IPA","IPA",16
"Illinois","IL","Chicago","312 Urban Wheat Ale",1829,0.042,31,89,"Goose Island Brewing Company","American Pale Wheat Ale","Ale",12
"Illinois","IL","Lombard","Moped Traveler",2554,0.055,30,55,"Flesk Brewing Company","American Pale Ale (APA)","Ale",16
"Illinois","IL","Evanston","Gatecrasher",1939,0.066,30,211,"Temperance Beer Company","English India Pale Ale (IPA)","IPA",12
"Illinois","IL","Chicago","En Parfaite Harmonie",2531,0.065,28,66,"Mikerphone Brewing","Saison / Farmhouse Ale","Ale",24
"Illinois","IL","Warrenville","Wobble",2497,0.063,27,75,"Two Brothers Brewing Company","American IPA","IPA",16
"Illinois","IL","Lake Barrington","Pumpkin Ale",1618,0.045,25,362,"Wild Onion Brewing Company","Pumpkin Ale","Ale",12
"Illinois","IL","Chicago","Fistmas Ale",418,0.061,23,45,"Revolution Brewing Company","Herbed / Spiced Beer","other beer",12
"Illinois","IL","Lake Barrington","Big Bowl Blonde Ale",1364,0.05,23,362,"Wild Onion Brewing Company","American Brown Ale","Ale",12
"Illinois","IL","Chicago","312 Urban Wheat Ale",2201,0.042,22,89,"Goose Island Brewing Company","American Pale Wheat Ale","Ale",16
"Illinois","IL","Chicago","Monkey Dancing On A Razor Blade",2537,0.085,22,65,"SlapShot Brewing Company","Belgian IPA","IPA",24
"Illinois","IL","Chicago","Cut Throat Pale Ale (2011)",351,0.055,22,257,"Finch's Beer Company","American Pale Ale (APA)","Ale",16
"Illinois","IL","Lemont","Mazzie",2553,0.054,20,56,"Pollyanna Brewing Company","American Pale Ale (APA)","Ale",12
"Illinois","IL","Chicago","Over Ale",352,0.06,18,328,"Half Acre Beer Company","American Brown Ale","Ale",16
"Illinois","IL","Chicago","312 Urban Pale Ale",2457,0.054,18,89,"Goose Island Brewing Company","American Pale Ale (APA)","Ale",16
"Illinois","IL","Chicago","Fist City",2576,0.055,17,45,"Revolution Brewing Company","American Pale Ale (APA)","Ale",12
"Illinois","IL","Chicago","Spin Doctor",2528,0.053,16,66,"Mikerphone Brewing","American Pale Ale (APA)","Ale",24
"Illinois","IL","Chicago","Daisy Cutter Pale Ale",148,0.052,15,328,"Half Acre Beer Company","American Pale Ale (APA)","Ale",16
"Illinois","IL","Chicago","Alley Time",1634,0.06,14,176,"Spiteful Brewing Company","American Pale Ale (APA)","Ale",12
"Illinois","IL","Evanston","Greenwood Beach",1982,0.04,13,211,"Temperance Beer Company","Fruit / Vegetable Beer","other beer",12
"Illinois","IL","Lake Barrington","Jack Stout",366,0.06,12,362,"Wild Onion Brewing Company","Oatmeal Stout","other beer",12
"Illinois","IL","Chicago","Gossamer Golden Ale",149,0.042,8,328,"Half Acre Beer Company","American Blonde Ale","Ale",16
"Indiana","IN","Indianapolis","Java Mac",2215,0.054,10,26,"Sun King Brewing Company","Scottish Ale","Ale",16
"Indiana","IN","Indianapolis","Fistful of Hops Orange",2000,0.063,40,26,"Sun King Brewing Company","American IPA","IPA",16
"Indiana","IN","Mishawaka","Voodoo",2429,0.048,85,27,"Evil Czech Brewery","American Porter","other beer",16
"Indiana","IN","Martinsville","Pale",2615,0.054,40,22,"Three Pints Brewing","American Pale Ale (APA)","Ale",16
"Indiana","IN","Aurora","Great Crescent Oktoberfest Lager",930,0.057,115,166,"Great Crescent Brewery","Märzen / Oktoberfest","other beer",16
"Indiana","IN","Indianapolis","Deflator",2624,0.065,115,17,"Flat 12 Bierwerks","Doppelbock","other beer",16
"Indiana","IN","Michigan City","Hopkick Dropkick",2471,0.099,104,25,"Burn 'Em Brewing","American Double / Imperial IPA","IPA",12
"Indiana","IN","Evansville","Klingon Warnog Roggen Dunkel",1817,0.055,91,18,"Tin Man Brewing Company","Roggenbier","other beer",16
"Indiana","IN","Michigan City","Black Beer'd",2607,0.068,90,25,"Burn 'Em Brewing","American Black Ale","Ale",16
"Indiana","IN","Indianapolis","Ring of Dingle",1128,0.071,90,26,"Sun King Brewing Company","Irish Dry Stout","other beer",16
"Indiana","IN","Indianapolis","Indians Victory Lager (2012)",698,0.052,86,26,"Sun King Brewing Company","Dortmunder / Export Lager","other beer",16
"Indiana","IN","Aurora","Great Crescent Dark Lager",440,0.057,77,166,"Great Crescent Brewery","Euro Dark Lager","other beer",16
"Indiana","IN","Plainfield","Insert Hop Reference",2619,0.058,77,20,"Brew Link Brewing","American Pale Ale (APA)","Ale",16
"Indiana","IN","Mishawaka","General George Patton Pilsner",1967,0.054,77,27,"Evil Czech Brewery","Czech Pilsener","other beer",16
"Indiana","IN","Aurora","Beer Agent Re-Ignition",2303,0.053,75,166,"Great Crescent Brewery","American Blonde Ale","Ale",16
"Indiana","IN","Gary","Rise of the Phoenix",2264,0.071,75,178,"18th Street Brewery","American IPA","IPA",12
"Indiana","IN","Avon","Lost River Blonde Ale",1789,0.049,75,316,"Cutters Brewing Company","American Blonde Ale","Ale",16
"Indiana","IN","Bargersville","Deduction",2601,0.08,75,29,"Taxman Brewing Company","Dubbel","other beer",12
"Indiana","IN","Indianapolis","The Velvet Fog",923,0.09,75,26,"Sun King Brewing Company","Quadrupel (Quad)","other beer",16
"Indiana","IN","Indianapolis","Grapefruit Jungle (GFJ)",1420,0.075,75,26,"Sun King Brewing Company","American IPA","IPA",16
"Indiana","IN","Evansville","3 Gear Robust Porter",949,0.052,66,18,"Tin Man Brewing Company","American Porter","other beer",16
"Indiana","IN","Avon","Monon Wheat",1788,0.054,65,316,"Cutters Brewing Company","Witbier","other beer",16
"Indiana","IN","Indianapolis","The Deuce",934,0.07,65,26,"Sun King Brewing Company","American Brown Ale","Ale",16
"Indiana","IN","Martinsville","Citra Faced",2617,0.055,64,22,"Three Pints Brewing","American Pale Wheat Ale","Ale",16
"Indiana","IN","Gary","Sophomoric Saison",2099,0.072,62,178,"18th Street Brewery","Saison / Farmhouse Ale","Ale",12
"Indiana","IN","Lafayette","People's Pilsner",1794,0.045,61,206,"People's Brewing Company","German Pilsener","other beer",12
"Indiana","IN","Mishawaka","White Reaper",2432,0.07,60,27,"Evil Czech Brewery","Belgian IPA","IPA",16
"Indiana","IN","Aurora","Frosted Fields Winter Wheat",615,0.06,60,166,"Great Crescent Brewery","American Dark Wheat Ale","Ale",16
"Indiana","IN","Evansville","Cafe Leche",2623,0.058,60,18,"Tin Man Brewing Company","American Porter","other beer",16
"Indiana","IN","Michigan City","MCA",2072,0.068,60,25,"Burn 'Em Brewing","American IPA","IPA",16
"Indiana","IN","Michigan City","3:33 Black IPA",2158,0.072,60,25,"Burn 'Em Brewing","American IPA","IPA",16
"Indiana","IN","Angola","Pail Ale",2017,0.055,58,251,"Chapman's Brewing","American Pale Ale (APA)","Ale",16
"Indiana","IN","Gary","Troll Destroyer",1980,0.085,50,178,"18th Street Brewery","Belgian IPA","IPA",12
"Indiana","IN","Angola","Ale Cider",2018,0.065,50,251,"Chapman's Brewing","Fruit / Vegetable Beer","other beer",16
"Indiana","IN","Aurora","Bourbon's Barrel Stout",455,0.075,50,166,"Great Crescent Brewery","American Stout","other beer",16
"Indiana","IN","Granger","Thai.p.a",2618,0.07,50,21,"Bare Hands Brewery","American IPA","IPA",16
"Indiana","IN","Aurora","Great Crescent Coconut Porter",1269,0.056,50,166,"Great Crescent Brewery","American Porter","other beer",16
"Indiana","IN","Angola","Enlighten",2019,0.045,48,251,"Chapman's Brewing","Kölsch","other beer",16
"Indiana","IN","Indianapolis","Wee Muckle (2011)",584,0.09,46,26,"Sun King Brewing Company","Scotch Ale / Wee Heavy","Ale",16
"Indiana","IN","Lafayette","Farmer's Daughter Wheat",1956,0.042,45,206,"People's Brewing Company","American Pale Wheat Ale","Ale",12
"Indiana","IN","Aurora","Great Crescent IPA",1701,0.062,40,166,"Great Crescent Brewery","American IPA","IPA",16
"Indiana","IN","Indianapolis","Tribute",2609,0.058,40,24,"Indiana City Brewing","American Pale Ale (APA)","Ale",12
"Indiana","IN","Indianapolis","Fistful Of Hops Blue",1999,0.064,37,26,"Sun King Brewing Company","American IPA","IPA",16
"Indiana","IN","Mishawaka","Lucky Dog",2430,0.052,36,27,"Evil Czech Brewery","American Pale Ale (APA)","Ale",16
"Indiana","IN","Indianapolis","Popcorn Pilsner",1314,0.054,36,26,"Sun King Brewing Company","German Pilsener","other beer",16
"Indiana","IN","Indianapolis","PV Muckle (2013)",2084,0.083,36,26,"Sun King Brewing Company","Scotch Ale / Wee Heavy","Ale",16
"Indiana","IN","Columbus","Citrafest",2602,0.05,35,28,"450 North Brewing Company","American IPA","IPA",16
"Indiana","IN","Aurora","Great Crescent Belgian Style Wit",478,0.051,33,166,"Great Crescent Brewery","Witbier","other beer",16
"Indiana","IN","Indianapolis","Indianapolis Indians Lager",739,0.052,33,26,"Sun King Brewing Company","Dortmunder / Export Lager","other beer",16
"Indiana","IN","Martinsville","Yoshi's Nectar",2614,0.053,33,22,"Three Pints Brewing","California Common / Steam Beer","other beer",16
"Indiana","IN","Michigan City","Pale Alement",2054,0.055,31,25,"Burn 'Em Brewing","American Pale Ale (APA)","Ale",16
"Indiana","IN","Indianapolis","Sun King Oktoberfest (2011)",526,0.055,30,26,"Sun King Brewing Company","Märzen / Oktoberfest","other beer",16
"Indiana","IN","Gary","Foreman",2259,0.065,30,178,"18th Street Brewery","American Porter","other beer",12
"Indiana","IN","Valparaiso","The Gadget",2610,0.064,30,23,"Four Fathers Brewing ","American IPA","IPA",16
"Indiana","IN","Shelbyville","Lift Off IPA",1623,0.072,30,359,"Daredevil Brewing Company","American IPA","IPA",16
"Indiana","IN","Columbus","Barn Yeti",2220,0.09,29,28,"450 North Brewing Company","Belgian Strong Dark Ale","Ale",16
"Indiana","IN","Fort Wayne","T-6 Red Ale (2004)",780,0.047,27,507,"Warbird Brewing Company","American Amber / Red Ale","Ale",12
"Indiana","IN","Lafayette","Amazon Princess IPA",2168,0.062,27,206,"People's Brewing Company","American IPA","IPA",12
"Indiana","IN","Indianapolis","Stupid Sexy Flanders",1366,0.063,27,26,"Sun King Brewing Company","Flanders Oud Bruin","other beer",16
"Indiana","IN","Aurora","Cherry Ale",1990,0.057,27,166,"Great Crescent Brewery","Fruit / Vegetable Beer","other beer",16
"Indiana","IN","Aurora","Great Crescent Brown Ale",649,0.045,27,166,"Great Crescent Brewery","American Brown Ale","Ale",16
"Indiana","IN","Indianapolis","Osiris Pale Ale (2010)",54,0.056,26,26,"Sun King Brewing Company","American Pale Ale (APA)","Ale",16
"Indiana","IN","Angola","Englishman",2016,0.045,25,251,"Chapman's Brewing","English Brown Ale","Ale",16
"Indiana","IN","Indianapolis","Cowbell",2164,0.054,25,26,"Sun King Brewing Company","American Porter","other beer",16
"Indiana","IN","Indianapolis","Bourbon Barrel Wee Mac",1127,0.054,24,26,"Sun King Brewing Company","Scottish Ale","Ale",16
"Indiana","IN","Indianapolis","Tip Off",2605,0.052,24,26,"Sun King Brewing Company","Altbier","other beer",16
"Indiana","IN","Indianapolis","Wee Mac Scottish-Style Ale",213,0.054,24,26,"Sun King Brewing Company","Scottish Ale","Ale",16
"Indiana","IN","Indianapolis","Hop Up Offa That Brett (2014)",2085,0.058,23,26,"Sun King Brewing Company","Belgian Pale Ale","Ale",16
"Indiana","IN","Aurora","Cherry Ale (1)",639,0.057,23,166,"Great Crescent Brewery","Fruit / Vegetable Beer","other beer",16
"Indiana","IN","Gary","Sinister",2263,0.09,23,178,"18th Street Brewery","American Double / Imperial IPA","IPA",12
"Indiana","IN","Indianapolis","Half Cycle IPA",1610,0.06,23,17,"Flat 12 Bierwerks","American IPA","IPA",16
"Indiana","IN","Indianapolis","Bourbon Barrel Batch 666: Sympathy for the Devil",2083,0.099,23,26,"Sun King Brewing Company","Belgian Dark Ale","Ale",16
"Indiana","IN","Columbus","Galaxyfest",2603,0.065,23,28,"450 North Brewing Company","American IPA","IPA",16
"Indiana","IN","Indianapolis","Wee Muckle",1656,0.09,23,26,"Sun King Brewing Company","Scotch Ale / Wee Heavy","Ale",16
"Indiana","IN","Gary","Sex and Candy",2262,0.075,23,178,"18th Street Brewery","American IPA","IPA",12
"Indiana","IN","Michigan City","Kreamed Corn",2470,0.06,23,25,"Burn 'Em Brewing","Cream Ale","Ale",12
"Indiana","IN","Indianapolis","Grapefruit Jungle (GFJ) (2011)",532,0.075,23,26,"Sun King Brewing Company","American IPA","IPA",16
"Indiana","IN","Aurora","Aurora Lager",1700,0.057,22,166,"Great Crescent Brewery","Dortmunder / Export Lager","other beer",16
"Indiana","IN","Aurora","Great Crescent Blonde Ale",1699,0.053,22,166,"Great Crescent Brewery","American Blonde Ale","Ale",16
"Indiana","IN","Martinsville","Pole Barn Stout",2616,0.055,22,22,"Three Pints Brewing","Oatmeal Stout","other beer",16
"Indiana","IN","Aurora","Great Crescent Blonde Ale (2011)",389,0.053,22,166,"Great Crescent Brewery","American Blonde Ale","Ale",16
"Indiana","IN","Gary","Jade",2258,0.055,22,178,"18th Street Brewery","American Pale Ale (APA)","Ale",12
"Indiana","IN","Gary","Garce Selé",2097,0.069,20,178,"18th Street Brewery","Saison / Farmhouse Ale","Ale",12
"Indiana","IN","Indianapolis","Royal Brat",1599,0.065,20,26,"Sun King Brewing Company","Extra Special / Strong Bitter (ESB)","other beer",16
"Indiana","IN","Indianapolis","Bourbon Barrel Johan",1049,0.099,20,26,"Sun King Brewing Company","English Barleywine","other beer",16
"Indiana","IN","Aurora","Aurora Lager (2011)",626,0.057,18,166,"Great Crescent Brewery","Dortmunder / Export Lager","other beer",16
"Indiana","IN","Indianapolis","Bourbon Barrel Aged Timmie",1367,0.099,18,26,"Sun King Brewing Company","Russian Imperial Stout","other beer",16
"Indiana","IN","Indianapolis","Osiris Pale Ale",1389,0.056,18,26,"Sun King Brewing Company","American Pale Ale (APA)","Ale",16
"Indiana","IN","Indianapolis","Port Barrel Wee Mac ",2081,0.053,16,26,"Sun King Brewing Company","Scotch Ale / Wee Heavy","Ale",16
"Indiana","IN","Columbus","Copperhead Amber",2216,0.052,15,28,"450 North Brewing Company","Belgian Dark Ale","Ale",16
"Indiana","IN","Indianapolis","Whip Fight",2082,0.09,15,26,"Sun King Brewing Company","Scotch Ale / Wee Heavy","Ale",16
"Indiana","IN","Evansville","Overlord Imperial IPA",1449,0.085,13,18,"Tin Man Brewing Company","American Double / Imperial IPA","IPA",16
"Indiana","IN","Evansville","Alloy",951,0.058,12,18,"Tin Man Brewing Company","American IPA","IPA",16
"Indiana","IN","Aurora","Bourbon Barrel Aged Coconut Porter",1702,0.056,8,166,"Great Crescent Brewery","American Porter","other beer",16
